index,content_id,legacy_id,arabic,diacritized,audio_asset_id,audio_basename,audio_filename,category
37,word.bandaa,animals-37,بندا,بَنْدَا,audio.word.bandaa,bandaa,bandaa.mp3,animals
38,word.laamaa,animals-38,لاما,لَامَا,audio.word.laamaa,laamaa,laamaa.mp3,animals
39,word.himaar,animals-39,حمار,حِمَار,audio.word.himaar,himaar,himaar.mp3,animals
40,word.thawr,animals-40,ثور,ثَوْر,audio.word.thawr,thawr,thawr.mp3,animals
41,word.ijl,animals-41,عجل,عِجْل,audio.word.ijl,ijl,ijl.mp3,animals
42,word.jarw,animals-42,جرو,جَرْو,audio.word.jarw,jarw,jarw.mp3,animals
43,word.hirra,animals-43,هرة,هِرَّة,audio.word.hirra,hirra,hirra.mp3,animals
44,word.wal,animals-44,وعل,وَعْل,audio.word.wal,wal,wal.mp3,animals
45,word.zaby,animals-45,ظبي,ظَبْي,audio.word.zaby,zaby,zaby.mp3,animals
46,word.jaamus,animals-46,جاموس,جَامُوس,audio.word.jaamus,jaamus,jaamus.mp3,animals
47,word.baghl,animals-47,بغل,بَغْل,audio.word.baghl,baghl,baghl.mp3,animals
48,word.muhr,animals-48,مهر,مُهْر,audio.word.muhr,muhr,muhr.mp3,animals
49,word.hamal,animals-49,حمل,حَمَل,audio.word.hamal,hamal,hamal.mp3,animals
50,word.jady,animals-50,جدي,جَدْي,audio.word.jady,jady,jady.mp3,animals
51,word.kabsh,animals-51,كبش,كَبْش,audio.word.kabsh,kabsh,kabsh.mp3,animals
52,word.shibl,animals-52,شبل,شِبْل,audio.word.shibl,shibl,shibl.mp3,animals
53,word.dabu,animals-53,ضبع,ضَبُع,audio.word.dabu,dabu,dabu.mp3,animals
54,word.waral,animals-54,ورل,وَرَل,audio.word.waral,waral,waral.mp3,animals
55,word.yarbu,animals-55,يربوع,يَرْبُوع,audio.word.yarbu,yarbu,yarbu.mp3,animals
56,word.dubbu_qutbi,animals-56,دب قطبي,دُبٌّ قُطْبِيّ,audio.word.dubbu_qutbi,dubbu_qutbi,dubbu_qutbi.mp3,animals
57,word.uraangh,animals-57,أورانغ,أُورَانْغ,audio.word.uraangh,uraangh,uraangh.mp3,animals
58,word.zarif,animals-58,ظريف,ظَرِيف,audio.word.zarif,zarif,zarif.mp3,animals
59,word.haamstar,animals-59,هامستر,هَامْسْتَر,audio.word.haamstar,haamstar,haamstar.mp3,animals
60,word.baqar,animals-60,بقر,بَقَر,audio.word.baqar,baqar,baqar.mp3,animals
61,word.khubz,food-1,خبز,خُبْز,audio.word.khubz,khubz,khubz.mp3,food
62,word.aruzz,food-2,أرز,أَرُزّ,audio.word.aruzz,aruzz,aruzz.mp3,food
63,word.halib,food-3,حليب,حَلِيب,audio.word.halib,halib,halib.mp3,food
64,word.jubn,food-4,جبن,جُبْن,audio.word.jubn,jubn,jubn.mp3,food
65,word.zubda,food-5,زبدة,زُبْدَة,audio.word.zubda,zubda,zubda.mp3,food
66,word.bayd,food-6,بيض,بَيْض,audio.word.bayd,bayd,bayd.mp3,food
67,word.lahm,food-7,لحم,لَحْم,audio.word.lahm,lahm,lahm.mp3,food
68,word.dajaj,food-8,دجاج,دَجَاج,audio.word.dajaj,dajaj,dajaj.mp3,food
69,word.samak,food-9,سمك,سَمَك,audio.word.samak,samak,samak.mp3,food
70,word.salata,food-10,سلطة,سَلَطَة,audio.word.salata,salata,salata.mp3,food
71,word.shurba,food-11,شوربة,شُورْبَة,audio.word.shurba,shurba,shurba.mp3,food
72,word.makaruna,food-12,معكرونة,مَعْكَرُونَة,audio.word.makaruna,makaruna,makaruna.mp3,food
73,word.bitzaa,food-13,بيتزا,بِيتْزَا,audio.word.bitzaa,bitzaa,bitzaa.mp3,food
74,word.sandawish,food-14,سندويش,سَنْدَوِيش,audio.word.sandawish,sandawish,sandawish.mp3,food
75,word.fatira,food-15,فطيرة,فَطِيرَة,audio.word.fatira,fatira,fatira.mp3,food
76,word.kaka,food-16,كعكة,كَعْكَة,audio.word.kaka,kaka,kaka.mp3,food
77,word.biskuwit,food-17,بسكويت,بِسْكُوِيت,audio.word.biskuwit,biskuwit,biskuwit.mp3,food
78,word.shukulaata,food-18,شوكولاتة,شُوكُولَاتَة,audio.word.shukulaata,shukulaata,shukulaata.mp3,food
79,word.asal,food-19,عسل,عَسَل,audio.word.asal,asal,asal.mp3,food
80,word.murabba,food-20,مربى,مُرَبَّى,audio.word.murabba,murabba,murabba.mp3,food
81,word.sukkar,food-21,سكر,سُكَّر,audio.word.sukkar,sukkar,sukkar.mp3,food
82,word.milh,food-22,ملح,مِلْح,audio.word.milh,milh,milh.mp3,food
83,word.zayt,food-23,زيت,زَيْت,audio.word.zayt,zayt,zayt.mp3,food
84,word.daqiq,food-24,دقيق,دَقِيق,audio.word.daqiq,daqiq,daqiq.mp3,food
85,word.hasaa,food-25,حساء,حَسَاء,audio.word.hasaa,hasaa,hasaa.mp3,food
86,word.ful,food-26,فول,فُول,audio.word.ful,ful,ful.mp3,food
87,word.adas,food-27,عدس,عَدَس,audio.word.adas,adas,adas.mp3,food
88,word.hummus,food-28,حمص,حُمُّص,audio.word.hummus,hummus,hummus.mp3,food
89,word.falaafil,food-29,فلافل,فَلَافِل,audio.word.falaafil,falaafil,falaafil.mp3,food
90,word.shaawarmaa,food-30,شاورما,شَاوَرْمَا,audio.word.shaawarmaa,shaawarmaa,shaawarmaa.mp3,food
91,word.kuskus,food-31,كسكس,كُسْكُس,audio.word.kuskus,kuskus,kuskus.mp3,food
92,word.mansaf,food-32,منسف,مَنْسَف,audio.word.mansaf,mansaf,mansaf.mp3,food
93,word.maqluba,food-33,مقلوبة,مَقْلُوبَة,audio.word.maqluba,maqluba,maqluba.mp3,food
94,word.kubba,food-34,كبة,كُبَّة,audio.word.kubba,kubba,kubba.mp3,food
95,word.sambusak,food-35,سمبوسك,سَمْبُوسَك,audio.word.sambusak,sambusak,sambusak.mp3,food
96,word.mashwi,food-36,مشوي,مَشْوِيّ,audio.word.mashwi,mashwi,mashwi.mp3,food
97,word.burghur,food-37,برغر,بُرْغُر,audio.word.burghur,burghur,burghur.mp3,food
98,word.bataataa_maqliyya,food-38,بطاطا مقلية,بَطَاطَا مَقْلِيَّة,audio.word.bataataa_maqliyya,bataataa_maqliyya,bataataa_maqliyya.mp3,food
99,word.dhura,food-39,ذرة,ذُرَة,audio.word.dhura,dhura,dhura.mp3,food
100,word.fushaar,food-40,فشار,فُشَار,audio.word.fushaar,fushaar,fushaar.mp3,food
101,word.mithallajaat,food-41,مثلجات,مِثَلَّجَات,audio.word.mithallajaat,mithallajaat,mithallajaat.mp3,food
102,word.halwa,food-42,حلوى,حَلْوَى,audio.word.halwa,halwa,halwa.mp3,food
103,word.massaasa,food-43,مصاصة,مَصَّاصَة,audio.word.massaasa,massaasa,massaasa.mp3,food
104,word.dunat,food-44,دونت,دُونَتْ,audio.word.dunat,dunat,dunat.mp3,food
105,word.kruwaasaan,food-45,كرواسان,كْرُوَاسَان,audio.word.kruwaasaan,kruwaasaan,kruwaasaan.mp3,food
106,word.khubzu_muhammas,food-46,خبز محمص,خُبْزٌ مُحَمَّص,audio.word.khubzu_muhammas,khubzu_muhammas,khubzu_muhammas.mp3,food
107,word.asir,food-47,عصير,عَصِير,audio.word.asir,asir,asir.mp3,food
108,word.maa,food-48,ماء,مَاء,audio.word.maa,maa,maa.mp3,food
109,word.shay,food-49,شاي,شَاي,audio.word.shay,shay,shay.mp3,food
110,word.qahwa,food-50,قهوة,قَهْوَة,audio.word.qahwa,qahwa,qahwa.mp3,food
111,word.laban,food-51,لبن,لَبَن,audio.word.laban,laban,laban.mp3,food
112,word.zabaadi,food-52,زبادي,زَبَادِي,audio.word.zabaadi,zabaadi,zabaadi.mp3,food
113,word.qishta,food-53,قشطة,قِشْطَة,audio.word.qishta,qishta,qishta.mp3,food
114,word.tamr,food-54,تمر,تَمْر,audio.word.tamr,tamr,tamr.mp3,food
115,word.mukassaraat,food-55,مكسرات,مُكَسَّرَات,audio.word.mukassaraat,mukassaraat,mukassaraat.mp3,food
116,word.lawz,food-56,لوز,لَوْز,audio.word.lawz,lawz,lawz.mp3,food
117,word.jawz,food-57,جوز,جَوْز,audio.word.jawz,jawz,jawz.mp3,food
118,word.fustuq,food-58,فستق,فُسْتُق,audio.word.fustuq,fustuq,fustuq.mp3,food
119,word.zaytun,food-59,زيتون,زَيْتُون,audio.word.zaytun,zaytun,zaytun.mp3,food
120,word.tahina,food-60,طحينة,طَحِينَة,audio.word.tahina,tahina,tahina.mp3,food
121,word.tuffah,fruits-1,تفاح,تُفَّاح,audio.word.tuffah,tuffah,tuffah.mp3,fruits
122,word.mawz,fruits-2,موز,مَوْز,audio.word.mawz,mawz,mawz.mp3,fruits
123,word.burtuqaal,fruits-3,برتقال,بُرْتُقَال,audio.word.burtuqaal,burtuqaal,burtuqaal.mp3,fruits
124,word.inab,fruits-4,عنب,عِنَب,audio.word.inab,inab,inab.mp3,fruits
125,word.faraawila,fruits-5,فراولة,فَرَاوِلَة,audio.word.faraawila,faraawila,faraawila.mp3,fruits
126,word.bittikh,fruits-6,بطيخ,بِطِّيخ,audio.word.bittikh,bittikh,bittikh.mp3,fruits
127,word.shammaam,fruits-7,شمام,شَمَّام,audio.word.shammaam,shammaam,shammaam.mp3,fruits
128,word.anaanaas,fruits-8,أناناس,أَنَانَاس,audio.word.anaanaas,anaanaas,anaanaas.mp3,fruits
129,word.maanju,fruits-9,مانجو,مَانْجُو,audio.word.maanju,maanju,maanju.mp3,fruits
130,word.kiwi,fruits-10,كيوي,كِيوِي,audio.word.kiwi,kiwi,kiwi.mp3,fruits
131,word.khawkh,fruits-11,خوخ,خَوْخ,audio.word.khawkh,khawkh,khawkh.mp3,fruits
132,word.ijjaas,fruits-12,إجاص,إِجَّاص,audio.word.ijjaas,ijjaas,ijjaas.mp3,fruits
133,word.karaz,fruits-13,كرز,كَرَز,audio.word.karaz,karaz,karaz.mp3,fruits
134,word.laymun,fruits-14,ليمون,لَيْمُون,audio.word.laymun,laymun,laymun.mp3,fruits
135,word.tin,fruits-15,تين,تِين,audio.word.tin,tin,tin.mp3,fruits
136,word.rummaan,fruits-16,رمان,رُمَّان,audio.word.rummaan,rummaan,rummaan.mp3,fruits
137,word.tamr,fruits-17,تمر,تَمْر,audio.word.tamr,tamr,tamr.mp3,fruits
138,word.mishmish,fruits-18,مشمش,مِشْمِش,audio.word.mishmish,mishmish,mishmish.mp3,fruits
139,word.barquq,fruits-19,برقوق,بَرْقُوق,audio.word.barquq,barquq,barquq.mp3,fruits
140,word.tut,fruits-20,توت,تُوت,audio.word.tut,tut,tut.mp3,fruits
141,word.jawaafa,fruits-21,جوافة,جَوَافَة,audio.word.jawaafa,jawaafa,jawaafa.mp3,fruits
142,word.afukaadu,fruits-22,أفوكادو,أَفُوكَادُو,audio.word.afukaadu,afukaadu,afukaadu.mp3,fruits
143,word.naarinj,fruits-23,نارنج,نَارِنْج,audio.word.naarinj,naarinj,naarinj.mp3,fruits
144,word.yusufi,fruits-24,يوسفي,يُوسُفِي,audio.word.yusufi,yusufi,yusufi.mp3,fruits
145,word.jawzu_alhind,fruits-25,جوز الهند,جَوْزُ الهِنْد,audio.word.jawzu_alhind,jawzu_alhind,jawzu_alhind.mp3,fruits
146,word.kaakaa,fruits-26,كاكا,كَاكَا,audio.word.kaakaa,kaakaa,kaakaa.mp3,fruits
147,word.safarjal,fruits-27,سفرجل,سَفَرْجَل,audio.word.safarjal,safarjal,safarjal.mp3,fruits
148,word.tuffaahu_akhdar,fruits-28,تفاح أخضر,تُفَّاحٌ أَخْضَر,audio.word.tuffaahu_akhdar,tuffaahu_akhdar,tuffaahu_akhdar.mp3,fruits
149,word.inabu_ahmar,fruits-29,عنب أحمر,عِنَبٌ أَحْمَر,audio.word.inabu_ahmar,inabu_ahmar,inabu_ahmar.mp3,fruits
150,word.tutu_alullayq,fruits-30,توت العليق,تُوتُ العُلَّيْق,audio.word.tutu_alullayq,tutu_alullayq,tutu_alullayq.mp3,fruits
151,word.karambulaa,fruits-31,كرمبولا,كَرَمْبُولَا,audio.word.karambulaa,karambulaa,karambulaa.mp3,fruits
152,word.baabaayaa,fruits-32,بابايا,بَابَايَا,audio.word.baabaayaa,baabaayaa,baabaayaa.mp3,fruits
153,word.litshi,fruits-33,ليتشي,لِيتْشِي,audio.word.litshi,litshi,litshi.mp3,fruits
154,word.tutu_alard,fruits-34,توت الأرض,تُوتُ الأَرْض,audio.word.tutu_alard,tutu_alard,tutu_alard.mp3,fruits
155,word.unnaab,fruits-35,عناب,عُنَّاب,audio.word.unnaab,unnaab,unnaab.mp3,fruits
156,word.tamaatim,vegetables-1,طماطم,طَمَاطِم,audio.word.tamaatim,tamaatim,tamaatim.mp3,vegetables
157,word.khiyaar,vegetables-2,خيار,خِيَار,audio.word.khiyaar,khiyaar,khiyaar.mp3,vegetables
158,word.jazar,vegetables-3,جزر,جَزَر,audio.word.jazar,jazar,jazar.mp3,vegetables
159,word.bataataa,vegetables-4,بطاطا,بَطَاطَا,audio.word.bataataa,bataataa,bataataa.mp3,vegetables
160,word.basal,vegetables-5,بصل,بَصَل,audio.word.basal,basal,basal.mp3,vegetables
161,word.thum,vegetables-6,ثوم,ثُوم,audio.word.thum,thum,thum.mp3,vegetables
162,word.fulful,vegetables-7,فلفل,فُلْفُل,audio.word.fulful,fulful,fulful.mp3,vegetables
163,word.baadhinjaan,vegetables-8,باذنجان,بَاذِنْجَان,audio.word.baadhinjaan,baadhinjaan,baadhinjaan.mp3,vegetables
164,word.kusaa,vegetables-9,كوسا,كُوسَا,audio.word.kusaa,kusaa,kusaa.mp3,vegetables
165,word.malfuf,vegetables-10,ملفوف,مَلْفُوف,audio.word.malfuf,malfuf,malfuf.mp3,vegetables
166,word.khass,vegetables-11,خس,خَسّ,audio.word.khass,khass,khass.mp3,vegetables
167,word.sabaanikh,vegetables-12,سبانخ,سَبَانِخ,audio.word.sabaanikh,sabaanikh,sabaanikh.mp3,vegetables
168,word.baqdunis,vegetables-13,بقدونس,بَقْدُونِس,audio.word.baqdunis,baqdunis,baqdunis.mp3,vegetables
169,word.nanaa,vegetables-14,نعناع,نَعْنَاع,audio.word.nanaa,nanaa,nanaa.mp3,vegetables
170,word.fijl,vegetables-15,فجل,فِجْل,audio.word.fijl,fijl,fijl.mp3,vegetables
171,word.shamandar,vegetables-16,شمندر,شَمَنْدَر,audio.word.shamandar,shamandar,shamandar.mp3,vegetables
172,word.lift,vegetables-17,لفت,لِفْت,audio.word.lift,lift,lift.mp3,vegetables
173,word.qarnabit,vegetables-18,قرنبيط,قَرْنَبِيط,audio.word.qarnabit,qarnabit,qarnabit.mp3,vegetables
174,word.brukuli,vegetables-19,بروكلي,بْرُوكُلِي,audio.word.brukuli,brukuli,brukuli.mp3,vegetables
175,word.dhura,vegetables-20,ذرة,ذُرَة,audio.word.dhura,dhura,dhura.mp3,vegetables
176,word.baazillaa,vegetables-21,بازلاء,بَازِلَّاء,audio.word.baazillaa,baazillaa,baazillaa.mp3,vegetables
177,word.faasulyaa,vegetables-22,فاصوليا,فَاصُولْيَا,audio.word.faasulyaa,faasulyaa,faasulyaa.mp3,vegetables
178,word.baamya,vegetables-23,بامية,بَامْيَة,audio.word.baamya,baamya,baamya.mp3,vegetables
179,word.karafs,vegetables-24,كرفس,كَرَفْس,audio.word.karafs,karafs,karafs.mp3,vegetables
180,word.qar,vegetables-25,قرع,قَرْع,audio.word.qar,qar,qar.mp3,vegetables
181,word.yaqtin,vegetables-26,يقطين,يَقْطِين,audio.word.yaqtin,yaqtin,yaqtin.mp3,vegetables
182,word.zanjabil,vegetables-27,زنجبيل,زَنْجَبِيل,audio.word.zanjabil,zanjabil,zanjabil.mp3,vegetables
183,word.kuzbara,vegetables-28,كزبرة,كُزْبَرَة,audio.word.kuzbara,kuzbara,kuzbara.mp3,vegetables
184,word.jirjir,vegetables-29,جرجير,جِرْجِير,audio.word.jirjir,jirjir,jirjir.mp3,vegetables
185,word.bataataa_hulwa,vegetables-30,بطاطا حلوة,بَطَاطَا حُلْوَة,audio.word.bataataa_hulwa,bataataa_hulwa,bataataa_hulwa.mp3,vegetables
186,word.umm,family-1,أم,أُمّ,audio.word.umm,umm,umm.mp3,family
187,word.ab,family-2,أب,أَب,audio.word.ab,ab,ab.mp3,family
188,word.akh,family-3,أخ,أَخ,audio.word.akh,akh,akh.mp3,family
189,word.ukht,family-4,أخت,أُخْت,audio.word.ukht,ukht,ukht.mp3,family
190,word.jadd,family-5,جد,جَدّ,audio.word.jadd,jadd,jadd.mp3,family
191,word.jadda,family-6,جدة,جَدَّة,audio.word.jadda,jadda,jadda.mp3,family
192,word.amm,family-7,عم,عَمّ,audio.word.amm,amm,amm.mp3,family
193,word.amma,family-8,عمة,عَمَّة,audio.word.amma,amma,amma.mp3,family
194,word.khaal,family-9,خال,خَال,audio.word.khaal,khaal,khaal.mp3,family
195,word.khaala,family-10,خالة,خَالَة,audio.word.khaala,khaala,khaala.mp3,family
196,word.ibn,family-11,ابن,اِبْن,audio.word.ibn,ibn,ibn.mp3,family
197,word.ibna,family-12,ابنة,اِبْنَة,audio.word.ibna,ibna,ibna.mp3,family
198,word.tifl,family-13,طفل,طِفْل,audio.word.tifl,tifl,tifl.mp3,family
199,word.radi,family-14,رضيع,رَضِيع,audio.word.radi,radi,radi.mp3,family
200,word.waalidaan,family-15,والدان,وَالِدَان,audio.word.waalidaan,waalidaan,waalidaan.mp3,family
201,word.aayila,family-16,عائلة,عَائِلَة,audio.word.aayila,aayila,aayila.mp3,family
202,word.hafid,family-17,حفيد,حَفِيد,audio.word.hafid,hafid,hafid.mp3,family
203,word.hafida,family-18,حفيدة,حَفِيدَة,audio.word.hafida,hafida,hafida.mp3,family
204,word.tawam,family-19,توأم,تَوْأَم,audio.word.tawam,tawam,tawam.mp3,family
205,word.sadiq,family-20,صديق,صَدِيق,audio.word.sadiq,sadiq,sadiq.mp3,family
206,word.sadiqa,family-21,صديقة,صَدِيقَة,audio.word.sadiqa,sadiqa,sadiqa.mp3,family
207,word.jaar,family-22,جار,جَار,audio.word.jaar,jaar,jaar.mp3,family
208,word.jaara,family-23,جارة,جَارَة,audio.word.jaara,jaara,jaara.mp3,family
209,word.dayf,family-24,ضيف,ضَيْف,audio.word.dayf,dayf,dayf.mp3,family
210,word.zawj,family-25,زوج,زَوْج,audio.word.zawj,zawj,zawj.mp3,family
211,word.zawja,family-26,زوجة,زَوْجَة,audio.word.zawja,zawja,zawja.mp3,family
212,word.usra,family-27,أسرة,أُسْرَة,audio.word.usra,usra,usra.mp3,family
213,word.abnaa,family-28,أبناء,أَبْنَاء,audio.word.abnaa,abnaa,abnaa.mp3,family
214,word.banaat,family-29,بنات,بَنَات,audio.word.banaat,banaat,banaat.mp3,family
215,word.awlaad,family-30,أولاد,أَوْلَاد,audio.word.awlaad,awlaad,awlaad.mp3,family
216,word.shaabb,family-31,شاب,شَابّ,audio.word.shaabb,shaabb,shaabb.mp3,family
217,word.fataa,family-32,فتاة,فَتَاة,audio.word.fataa,fataa,fataa.mp3,family
218,word.rajul,family-33,رجل,رَجُل,audio.word.rajul,rajul,rajul.mp3,family
219,word.imraa,family-34,امرأة,اِمْرَأَة,audio.word.imraa,imraa,imraa.mp3,family
220,word.ajuz,family-35,عجوز,عَجُوز,audio.word.ajuz,ajuz,ajuz.mp3,family
221,word.murabbiya,family-36,مربية,مُرَبِّيَة,audio.word.murabbiya,murabbiya,murabbiya.mp3,family
222,word.qarib,family-37,قريب,قَرِيب,audio.word.qarib,qarib,qarib.mp3,family
223,word.nasib,family-38,نسيب,نَسِيب,audio.word.nasib,nasib,nasib.mp3,family
224,word.salaf,family-39,سلف,سَلَف,audio.word.salaf,salaf,salaf.mp3,family
225,word.habib,family-40,حبيب,حَبِيب,audio.word.habib,habib,habib.mp3,family
226,word.ras,body-1,رأس,رَأْس,audio.word.ras,ras,ras.mp3,body
227,word.shaar,body-2,شعر,شَعْر,audio.word.shaar,shaar,shaar.mp3,body
228,word.wajh,body-3,وجه,وَجْه,audio.word.wajh,wajh,wajh.mp3,body
229,word.ayn,body-4,عين,عَيْن,audio.word.ayn,ayn,ayn.mp3,body
230,word.udhun,body-5,أذن,أُذُن,audio.word.udhun,udhun,udhun.mp3,body
231,word.anf,body-6,أنف,أَنْف,audio.word.anf,anf,anf.mp3,body
232,word.fam,body-7,فم,فَم,audio.word.fam,fam,fam.mp3,body
233,word.shafa,body-8,شفة,شَفَة,audio.word.shafa,shafa,shafa.mp3,body
234,word.lisaan,body-9,لسان,لِسَان,audio.word.lisaan,lisaan,lisaan.mp3,body
235,word.sinn,body-10,سن,سِنّ,audio.word.sinn,sinn,sinn.mp3,body
236,word.khadd,body-11,خد,خَدّ,audio.word.khadd,khadd,khadd.mp3,body
237,word.dhaqn,body-12,ذقن,ذَقْن,audio.word.dhaqn,dhaqn,dhaqn.mp3,body
238,word.jabin,body-13,جبين,جَبِين,audio.word.jabin,jabin,jabin.mp3,body
239,word.raqaba,body-14,رقبة,رَقَبَة,audio.word.raqaba,raqaba,raqaba.mp3,body
240,word.katif,body-15,كتف,كَتِف,audio.word.katif,katif,katif.mp3,body
241,word.dhiraa,body-16,ذراع,ذِرَاع,audio.word.dhiraa,dhiraa,dhiraa.mp3,body
242,word.yad,body-17,يد,يَد,audio.word.yad,yad,yad.mp3,body
243,word.isba,body-18,إصبع,إِصْبَع,audio.word.isba,isba,isba.mp3,body
244,word.zufr,body-19,ظفر,ظُفْر,audio.word.zufr,zufr,zufr.mp3,body
245,word.mirfaq,body-20,مرفق,مِرْفَق,audio.word.mirfaq,mirfaq,mirfaq.mp3,body
246,word.sadr,body-21,صدر,صَدْر,audio.word.sadr,sadr,sadr.mp3,body
247,word.batn,body-22,بطن,بَطْن,audio.word.batn,batn,batn.mp3,body
248,word.zahr,body-23,ظهر,ظَهْر,audio.word.zahr,zahr,zahr.mp3,body
249,word.khasr,body-24,خصر,خَصْر,audio.word.khasr,khasr,khasr.mp3,body
250,word.saaq,body-25,ساق,سَاق,audio.word.saaq,saaq,saaq.mp3,body
251,word.rukba,body-26,ركبة,رُكْبَة,audio.word.rukba,rukba,rukba.mp3,body
252,word.qadam,body-27,قدم,قَدَم,audio.word.qadam,qadam,qadam.mp3,body
253,word.kab,body-28,كعب,كَعْب,audio.word.kab,kab,kab.mp3,body
254,word.qalb,body-29,قلب,قَلْب,audio.word.qalb,qalb,qalb.mp3,body
255,word.dimaagh,body-30,دماغ,دِمَاغ,audio.word.dimaagh,dimaagh,dimaagh.mp3,body
256,word.azm,body-31,عظم,عَظْم,audio.word.azm,azm,azm.mp3,body
257,word.jild,body-32,جلد,جِلْد,audio.word.jild,jild,jild.mp3,body
258,word.dam,body-33,دم,دَم,audio.word.dam,dam,dam.mp3,body
259,word.riya,body-34,رئة,رِئَة,audio.word.riya,riya,riya.mp3,body
260,word.maida,body-35,معدة,مَعِدَة,audio.word.maida,maida,maida.mp3,body
261,word.haajib,body-36,حاجب,حَاجِب,audio.word.haajib,haajib,haajib.mp3,body
262,word.rumush,body-37,رموش,رُمُوش,audio.word.rumush,rumush,rumush.mp3,body
263,word.kaff,body-38,كف,كَفّ,audio.word.kaff,kaff,kaff.mp3,body
264,word.qabda,body-39,قبضة,قَبْضَة,audio.word.qabda,qabda,qabda.mp3,body
265,word.jism,body-40,جسم,جِسْم,audio.word.jism,jism,jism.mp3,body
266,word.ahmar,colors-1,أحمر,أَحْمَر,audio.word.ahmar,ahmar,ahmar.mp3,colors
267,word.azraq,colors-2,أزرق,أَزْرَق,audio.word.azraq,azraq,azraq.mp3,colors
268,word.asfar,colors-3,أصفر,أَصْفَر,audio.word.asfar,asfar,asfar.mp3,colors
